,Unnamed: 0,title,price,availability,price_category
2765,2765,"Skip Beat!, Vol. 01 (Skip Beat! #1)",18.88,In stock,Budget
2766,2766,Rogue Lawyer (Rogue Lawyer #1),53.68,In stock,Premium
2767,2767,City of Bones (The Mortal Instruments #1),20.9,In stock,Standard
2768,2768,The Art of War,10.16,In stock,Budget
2769,2769,"Girl, Interrupted",53.71,In stock,Premium
2770,2770,A Storm of Swords (A Song of Ice and Fire #3),40.28,In stock,Standard
2771,2771,"Nightingale, Sing",43.3,In stock,Standard
2772,2772,Being Mortal: Medicine and What Matters in the End,37.51,In stock,Standard
2773,2773,Shameless,57.7,In stock,Premium
2774,2774,Once Was a Time,37.34,In stock,Standard
2775,2775,Swell: A Year of Waves,10.97,In stock,Budget
2776,2776,Maude (1883-1993):She Grew Up with the country,45.07,In stock,Standard
2777,2777,"Skip Beat!, Vol. 01 (Skip Beat! #1)",36.29,In stock,Standard
2778,2778,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",48.48,In stock,Standard
2779,2779,The Secret of Dreadwillow Carse,56.5,In stock,Premium
2780,2780,"Fruits Basket, Vol. 2 (Fruits Basket #2)",58.75,In stock,Premium
2781,2781,My Paris Kitchen: Recipes and Stories,33.97,In stock,Standard
2782,2782,Boar Island (Anna Pigeon #19),56.91,In stock,Premium
2783,2783,Reservations for Two,56.43,In stock,Premium
2784,2784,Remember Me?,54.4,In stock,Premium
2785,2785,Persepolis: The Story of a Childhood (Persepolis #1-2),26.09,In stock,Standard
2786,2786,The Alien Club,46.85,In stock,Standard
2787,2787,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,In stock,Budget
2788,2788,Wuthering Heights,34.41,In stock,Standard
2789,2789,Darkfever (Fever #1),52.41,In stock,Premium
2790,2790,Hide Away (Eve Duncan #20),44.74,In stock,Standard
2791,2791,Where Lightning Strikes (Bleeding Stars #3),26.09,In stock,Standard
2792,2792,The Rest Is Noise: Listening to the Twentieth Century,44.81,In stock,Standard
2793,2793,The Psychopath Test: A Journey Through the Madness Industry,14.02,In stock,Budget
2794,2794,Wuthering Heights,41.14,In stock,Standard
2795,2795,Doing It Over (Most Likely To #1),41.62,In stock,Standard
2796,2796,Dead Wake: The Last Crossing of the Lusitania,21.71,In stock,Standard
2797,2797,City of Fallen Angels (The Mortal Instruments #4),32.3,In stock,Standard
2798,2798,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),45.24,In stock,Standard
2799,2799,The Diary of a Young Girl,25.91,In stock,Standard
2800,2800,El Deafo,35.61,In stock,Standard
2801,2801,The Darkest Corners,51.34,In stock,Premium
2802,2802,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",40.3,In stock,Standard
2803,2803,Doing It Over (Most Likely To #1),11.68,In stock,Budget
2804,2804,The Perks of Being a Wallflower,22.16,In stock,Standard
2805,2805,Horrible Bear!,51.07,In stock,Premium
2806,2806,Watchmen,56.8,In stock,Premium
2807,2807,Sugar Rush (Offensive Line #2),26.13,In stock,Standard
2808,2808,My Perfect Mistake (Over the Top #1),28.8,In stock,Standard
2809,2809,Soumission,22.6,In stock,Standard
2810,2810,Outliers: The Story of Success,22.37,In stock,Standard
2811,2811,"Unstuffed: Decluttering Your Home, Mind, and Soul",24.73,In stock,Standard
2812,2812,Shakespeare's Sonnets,54.23,In stock,Premium
2813,2813,In the Country We Love: My Family Divided,37.92,In stock,Standard
2814,2814,Modern Day Fables,10.29,In stock,Budget
2815,2815,The Silent Twin (Detective Jennifer Knight #3),53.04,In stock,Premium
2816,2816,America's War for the Greater Middle East: A Military History,11.48,In stock,Budget
2817,2817,Mr. Mercedes (Bill Hodges Trilogy #1),37.6,In stock,Standard
2818,2818,The Rosie Project (Don Tillman #1),36.95,In stock,Standard
2819,2819,Rising Strong,57.74,In stock,Premium
2820,2820,A Hero's Curse (The Unseen Chronicles #1),14.39,In stock,Budget
2821,2821,Scarlett Epstein Hates It Here,43.55,In stock,Standard
2822,2822,Deception Point,35.79,In stock,Standard
2823,2823,A Gentleman's Position (Society of Gentlemen #3),32.3,In stock,Standard
2824,2824,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",52.11,In stock,Premium
2825,2825,On the Road (Duluoz Legend),19.18,In stock,Budget
2826,2826,Underlying Notes,42.8,In stock,Standard
2827,2827,The Hidden Oracle (The Trials of Apollo #1),54.81,In stock,Premium
2828,2828,Persepolis: The Story of a Childhood (Persepolis #1-2),34.13,In stock,Standard
2829,2829,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",42.27,In stock,Standard
2830,2830,The Art of War,42.15,In stock,Standard
2831,2831,A Hero's Curse (The Unseen Chronicles #1),29.0,In stock,Standard
2832,2832,Modern Day Fables,45.95,In stock,Standard
2833,2833,Wild: From Lost to Found on the Pacific Crest Trail,27.41,In stock,Standard
2834,2834,Princess Between Worlds (Wide-Awake Princess #5),22.5,In stock,Standard
2835,2835,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,21.36,In stock,Standard
2836,2836,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",45.43,In stock,Standard
2837,2837,Mrs. Houdini,10.16,In stock,Budget
2838,2838,Foundation (Foundation (Publication Order) #1),23.21,In stock,Standard
2839,2839,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",28.25,In stock,Standard
2840,2840,Buying In: The Secret Dialogue Between What We Buy and Who We Are,25.01,In stock,Standard
2841,2841,Hollow City (Miss Peregrineâs Peculiar Children #2),40.83,In stock,Standard
2842,2842,Hamilton: The Revolution,55.84,In stock,Premium
2843,2843,Redeeming Love,28.77,In stock,Standard
2844,2844,The Fellowship of the Ring (The Lord of the Rings #1),36.55,In stock,Standard
2845,2845,Obsidian (Lux #1),56.76,In stock,Premium
2846,2846,Girl Online On Tour (Girl Online #2),38.62,In stock,Standard
2847,2847,The Art Book,13.33,In stock,Budget
2848,2848,The Long Haul (Diary of a Wimpy Kid #9),35.61,In stock,Standard
2849,2849,The Art Forger,46.91,In stock,Standard
2850,2850,Dear Mr. Knightley,59.45,In stock,Premium
2851,2851,The New Drawing on the Right Side of the Brain,43.54,In stock,Standard
2852,2852,"Girl, Interrupted",47.22,In stock,Standard
2853,2853,The Golden Condom: And Other Essays on Love Lost and Found,28.82,In stock,Standard
2854,2854,Black Flags: The Rise of ISIS,55.46,In stock,Premium
2855,2855,Shopaholic & Baby (Shopaholic #5),36.17,In stock,Standard
2856,2856,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,In stock,Premium
2857,2857,Doctor Sleep (The Shining #2),38.85,In stock,Standard
2858,2858,Large Print Heart of the Pride,40.12,In stock,Standard
2859,2859,Off the Hook (Fishing for Trouble #1),10.41,In stock,Budget
2860,2860,The Hiding Place,34.41,In stock,Standard
2861,2861,My Paris Kitchen: Recipes and Stories,56.06,In stock,Premium
2862,2862,Breaking Dawn (Twilight #4),48.96,In stock,Standard
2863,2863,The Shining (The Shining #1),21.55,In stock,Standard
2864,2864,The Art of Startup Fundraising,42.14,In stock,Standard
2865,2865,El Deafo,45.21,In stock,Standard
2866,2866,The Lover's Dictionary,11.68,In stock,Budget
2867,2867,Howl and Other Poems,43.14,In stock,Standard
2868,2868,Underlying Notes,57.62,In stock,Premium
2869,2869,Left Behind (Left Behind #1),48.35,In stock,Standard
2870,2870,"Friday Night Lights: A Town, a Team, and a Dream",43.19,In stock,Standard
2871,2871,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",29.14,In stock,Standard
2872,2872,The Perfect Play (Play by Play #1),51.15,In stock,Premium
2873,2873,Hide Away (Eve Duncan #20),21.82,In stock,Standard
2874,2874,You can't bury them all: Poems,38.28,In stock,Standard
2875,2875,The Golden Condom: And Other Essays on Love Lost and Found,21.36,In stock,Standard
2876,2876,Princess Between Worlds (Wide-Awake Princess #5),33.34,In stock,Standard
2877,2877,The Demon-Haunted World: Science as a Candle in the Dark,49.53,In stock,Standard
2878,2878,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),25.37,In stock,Standard
2879,2879,Scarlett Epstein Hates It Here,16.28,In stock,Budget
2880,2880,The Last Girl (The Dominion Trilogy #1),20.93,In stock,Standard
2881,2881,Something Blue (Darcy & Rachel #2),57.82,In stock,Premium
2882,2882,Seven Days in the Art World,23.37,In stock,Standard
2883,2883,The 5th Wave (The 5th Wave #1),31.58,In stock,Standard
2884,2884,How to Stop Worrying and Start Living,54.36,In stock,Premium
2885,2885,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,48.39,In stock,Standard
2886,2886,This One Moment (Pushing Limits #1),12.25,In stock,Budget
2887,2887,Someone Like You (The Harrisons #2),46.03,In stock,Standard
2888,2888,The God Delusion,46.08,In stock,Standard
2889,2889,Cinder (The Lunar Chronicles #1),57.42,In stock,Premium
2890,2890,Catching Jordan (Hundred Oaks),47.02,In stock,Standard
2891,2891,The Great Railway Bazaar,39.55,In stock,Standard
2892,2892,Soft Apocalypse,15.71,In stock,Budget
2893,2893,The Invention of Wings,51.17,In stock,Premium
2894,2894,Crown of Midnight (Throne of Glass #2),37.72,In stock,Standard
2895,2895,Civilization and Its Discontents,57.82,In stock,Premium
2896,2896,Rip it Up and Start Again,40.3,In stock,Standard
2897,2897,Smarter Faster Better: The Secrets of Being Productive in Life and Business,58.09,In stock,Premium
2898,2898,"Giant Days, Vol. 1 (Giant Days #1-4)",58.75,In stock,Premium
2899,2899,The Guilty (Will Robie #4),49.43,In stock,Standard
2900,2900,Tell Me Three Things,36.39,In stock,Standard
2901,2901,The Purpose Driven Life: What on Earth Am I Here for?,23.21,In stock,Standard
2902,2902,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),37.25,In stock,Standard
2903,2903,The Devil Wears Prada (The Devil Wears Prada #1),25.83,In stock,Standard
2904,2904,The Day the Crayons Came Home (Crayons),13.38,In stock,Budget
2905,2905,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",43.29,In stock,Standard
2906,2906,Misery,47.31,In stock,Standard
2907,2907,Approval Junkie: Adventures in Caring Too Much,45.56,In stock,Standard
2908,2908,The Year of Magical Thinking,54.81,In stock,Premium
2909,2909,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",35.96,In stock,Standard
2910,2910,The Book of Mormon,30.81,In stock,Standard
2911,2911,Finding God in the Ruins: How God Redeems Pain,34.41,In stock,Standard
2912,2912,The Epidemic (The Program 0.6),40.85,In stock,Standard
2913,2913,Changing the Game (Play by Play #2),28.32,In stock,Standard
2914,2914,Under the Tuscan Sun,52.51,In stock,Premium
2915,2915,Batman: The Long Halloween (Batman),29.14,In stock,Standard
2916,2916,Killing Floor (Jack Reacher #1),20.93,In stock,Standard
2917,2917,Kierkegaard: A Christian Missionary to Christians,41.06,In stock,Standard
2918,2918,My Name Is Lucy Barton,41.39,In stock,Standard
2919,2919,Musicophilia: Tales of Music and the Brain,59.99,In stock,Premium
2920,2920,Soldier (Talon #3),32.49,In stock,Standard
2921,2921,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,13.9,In stock,Budget
2922,2922,Choosing Our Religion: The Spiritual Lives of America's Nones,16.97,In stock,Budget
2923,2923,Mothering Sunday,47.02,In stock,Standard
2924,2924,Last One Home (New Beginnings #1),59.99,In stock,Premium
2925,2925,You Are What You Love: The Spiritual Power of Habit,20.47,In stock,Standard
2926,2926,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,30.89,In stock,Standard
2927,2927,"Mother, Can You Not?",47.02,In stock,Standard
2928,2928,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,10.0,In stock,Budget
2929,2929,My Name Is Lucy Barton,23.57,In stock,Standard
2930,2930,"Mother, Can You Not?",45.84,In stock,Standard
2931,2931,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,44.14,In stock,Standard
2932,2932,The Iliad,57.82,In stock,Premium
2933,2933,My Kitchen Year: 136 Recipes That Saved My Life,41.46,In stock,Standard
2934,2934,The Great Gatsby,46.29,In stock,Standard
2935,2935,Throne of Glass (Throne of Glass #1),36.5,In stock,Standard
2936,2936,Howl and Other Poems,38.77,In stock,Standard
2937,2937,The Art of War,36.5,In stock,Standard
2938,2938,Doing It Over (Most Likely To #1),14.86,In stock,Budget
2939,2939,Foundation (Foundation (Publication Order) #1),41.81,In stock,Standard
2940,2940,Arena,15.77,In stock,Budget
2941,2941,Remember Me?,30.6,In stock,Standard
2942,2942,The Dream Thieves (The Raven Cycle #2),31.69,In stock,Standard
2943,2943,Morning Star (Red Rising #3),19.07,In stock,Budget
2944,2944,1st to Die (Women's Murder Club #1),29.82,In stock,Standard
2945,2945,Last One Home (New Beginnings #1),51.17,In stock,Premium
2946,2946,"The Land of 10,000 Madonnas",43.02,In stock,Standard
2947,2947,Death by Leisure: A Cautionary Tale,53.51,In stock,Premium
2948,2948,Imperfect Harmony,40.87,In stock,Standard
2949,2949,Rain Fish,14.58,In stock,Budget
2950,2950,Booked,45.56,In stock,Standard
2951,2951,The Dream Thieves (The Raven Cycle #2),48.8,In stock,Standard
2952,2952,"1,000 Places to See Before You Die",26.08,In stock,Standard
2953,2953,Reskilling America: Learning to Labor in the Twenty-First Century,22.6,In stock,Standard
2954,2954,Soldier (Talon #3),22.54,In stock,Standard
2955,2955,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,45.22,In stock,Standard
2956,2956,Scarlet (The Lunar Chronicles #2),41.93,In stock,Standard
2957,2957,The Children,13.82,In stock,Budget
2958,2958,"Skip Beat!, Vol. 01 (Skip Beat! #1)",34.0,In stock,Standard
2959,2959,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,16.77,In stock,Budget
2960,2960,Security,55.53,In stock,Premium
2961,2961,El Deafo,22.11,In stock,Standard
2962,2962,Changing the Game (Play by Play #2),55.91,In stock,Premium
2963,2963,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,45.22,In stock,Standard
2964,2964,The Girl In The Ice (DCI Erika Foster #1),35.01,In stock,Standard
2965,2965,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",50.26,In stock,Premium
2966,2966,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",11.89,In stock,Budget
2967,2967,Sister Dear,26.8,In stock,Standard
2968,2968,The Power Greens Cookbook: 140 Delicious Superfood Recipes,58.87,In stock,Premium
2969,2969,The Mysterious Affair at Styles (Hercule Poirot #1),51.48,In stock,Premium
2970,2970,The Electric Pencil: Drawings from Inside State Hospital No. 3,49.46,In stock,Standard
2971,2971,Pride and Prejudice,39.55,In stock,Standard
2972,2972,The Rest Is Noise: Listening to the Twentieth Century,42.8,In stock,Standard
2973,2973,The Girl on the Train,56.54,In stock,Premium
2974,2974,Shadows of the Past (Logan Point #1),10.01,In stock,Budget
2975,2975,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",28.13,In stock,Standard
2976,2976,Meditations,57.7,In stock,Premium
2977,2977,The Bane Chronicles (The Bane Chronicles #1-11),37.72,In stock,Standard
2978,2978,Being Mortal: Medicine and What Matters in the End,29.04,In stock,Standard
2979,2979,My Name Is Lucy Barton,37.72,In stock,Standard
2980,2980,The Crossover,42.98,In stock,Standard
2981,2981,The Autobiography of Malcolm X,19.22,In stock,Budget
2982,2982,A Mother's Reckoning: Living in the Aftermath of Tragedy,50.35,In stock,Premium
2983,2983,Gone Girl,52.88,In stock,Premium
2984,2984,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",50.4,In stock,Premium
2985,2985,The Rise and Fall of the Third Reich: A History of Nazi Germany,48.77,In stock,Standard
2986,2986,The Midnight Watch: A Novel of the Titanic and the Californian,51.15,In stock,Premium
2987,2987,How to Speak Golf: An Illustrated Guide to Links Lingo,39.24,In stock,Standard
2988,2988,The Firm,28.07,In stock,Standard
2989,2989,The End of the Jesus Era (An Investigation #1),47.09,In stock,Standard
2990,2990,The Gutsy Girl: Escapades for Your Life of Epic Adventure,42.95,In stock,Standard
2991,2991,"Carry On, Warrior: Thoughts on Life Unarmed",25.98,In stock,Standard
2992,2992,Secrets and Lace (Fatal Hearts #1),41.05,In stock,Standard
2993,2993,The Last Girl (The Dominion Trilogy #1),18.74,In stock,Budget
2994,2994,The Girl In The Ice (DCI Erika Foster #1),36.34,In stock,Standard
2995,2995,Delivering the Truth (Quaker Midwife Mystery #1),44.81,In stock,Standard
2996,2996,The Zombie Room,52.94,In stock,Premium
2997,2997,Voyager (Outlander #3),24.17,In stock,Standard
2998,2998,"Rich Dad, Poor Dad",37.25,In stock,Standard
2999,2999,Lost Among the Living,36.26,In stock,Standard
3000,3000,Brave Enough,28.85,In stock,Standard
3001,3001,The Song of Achilles,39.24,In stock,Standard
3002,3002,Why Not Me?,14.58,In stock,Budget
3003,3003,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",14.39,In stock,Budget
3004,3004,Angels Walking (Angels Walking #1),59.99,In stock,Premium
3005,3005,Join,10.65,In stock,Budget
3006,3006,H is for Hawk,42.38,In stock,Standard
3007,3007,The Girl Who Played with Fire (Millennium Trilogy #2),30.57,In stock,Standard
3008,3008,The Rise and Fall of the Third Reich: A History of Nazi Germany,50.96,In stock,Premium
3009,3009,Cravings: Recipes for What You Want to Eat,26.8,In stock,Standard
3010,3010,Me Talk Pretty One Day,44.84,In stock,Standard
3011,3011,Orange Is the New Black,16.23,In stock,Budget
3012,3012,Give It Back,16.96,In stock,Budget
3013,3013,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",38.43,In stock,Standard
3014,3014,Pet Sematary,38.21,In stock,Standard
3015,3015,The Complete Maus (Maus #1-2),47.11,In stock,Standard
3016,3016,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,In stock,Standard
3017,3017,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,43.04,In stock,Standard
3018,3018,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,17.93,In stock,Budget
3019,3019,Suzie Snowflake: One beautiful flake (a self-esteem story),55.65,In stock,Premium
3020,3020,Orange Is the New Black,44.88,In stock,Standard
3021,3021,Give It Back,38.77,In stock,Standard
3022,3022,Mrs. Houdini,58.08,In stock,Premium
3023,3023,Kierkegaard: A Christian Missionary to Christians,21.21,In stock,Standard
3024,3024,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",35.96,In stock,Standard
3025,3025,The Book of Basketball: The NBA According to The Sports Guy,55.5,In stock,Premium
3026,3026,The Bhagavad Gita,34.98,In stock,Standard
3027,3027,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,42.78,In stock,Standard
3028,3028,"Where'd You Go, Bernadette",18.32,In stock,Budget
3029,3029,Soldier (Talon #3),36.17,In stock,Standard
3030,3030,The Electric Pencil: Drawings from Inside State Hospital No. 3,48.41,In stock,Standard
3031,3031,Harry Potter and the Deathly Hallows (Harry Potter #7),11.82,In stock,Budget
3032,3032,"Run, Spot, Run: The Ethics of Keeping Pets",33.92,In stock,Standard
3033,3033,The Edge of Reason (Bridget Jones #2),19.18,In stock,Budget
3034,3034,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",14.75,In stock,Budget
3035,3035,The Silent Twin (Detective Jennifer Knight #3),10.64,In stock,Budget
3036,3036,Algorithms to Live By: The Computer Science of Human Decisions,45.95,In stock,Standard
3037,3037,Origins (Alphas 0.5),19.69,In stock,Budget
3038,3038,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,39.01,In stock,Standard
3039,3039,Tastes Like Fear (DI Marnie Rome #3),39.43,In stock,Standard
3040,3040,Black Flags: The Rise of ISIS,53.82,In stock,Premium
3041,3041,When Breath Becomes Air,48.27,In stock,Standard
3042,3042,Soul Reader,46.91,In stock,Standard
3043,3043,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,43.58,In stock,Standard
3044,3044,"Fruits Basket, Vol. 3 (Fruits Basket #3)",19.69,In stock,Budget
3045,3045,Shakespeare's Sonnets,47.82,In stock,Standard
3046,3046,"Hush, Hush (Hush, Hush #1)",58.54,In stock,Premium
3047,3047,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.13,In stock,Premium
3048,3048,Brilliant Beacons: A History of the American Lighthouse,40.72,In stock,Standard
3049,3049,A Visit from the Goon Squad,47.09,In stock,Standard
3050,3050,Confessions of a Shopaholic (Shopaholic #1),46.23,In stock,Standard
3051,3051,Team of Rivals: The Political Genius of Abraham Lincoln,40.36,In stock,Standard
3052,3052,Can You Keep a Secret? (Fear Street Relaunch #4),39.61,In stock,Standard
3053,3053,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,58.63,In stock,Premium
3054,3054,Life After Life,57.48,In stock,Premium
3055,3055,Gone Girl,53.04,In stock,Premium
3056,3056,The Demonists (Demonist #1),49.51,In stock,Standard
3057,3057,Changing the Game (Play by Play #2),35.96,In stock,Standard
3058,3058,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",27.26,In stock,Standard
3059,3059,When Breath Becomes Air,34.22,In stock,Standard
3060,3060,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",37.13,In stock,Standard
3061,3061,A Brush of Wings (Angels Walking #3),48.39,In stock,Standard
3062,3062,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,29.69,In stock,Standard
3063,3063,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),24.55,In stock,Standard
3064,3064,The New Brand You: Your New Image Makes the Sale for You,50.35,In stock,Premium
3065,3065,Little Women (Little Women #1),33.92,In stock,Standard
3066,3066,Life,54.86,In stock,Premium
3067,3067,Sharp Objects,45.17,In stock,Standard
3068,3068,Security,22.11,In stock,Standard
3069,3069,Hide Away (Eve Duncan #20),17.21,In stock,Budget
3070,3070,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,56.02,In stock,Premium
3071,3071,The Barefoot Contessa Cookbook,35.79,In stock,Standard
3072,3072,Dark Notes,37.34,In stock,Standard
3073,3073,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,27.41,In stock,Standard
3074,3074,The Dirty Little Secrets of Getting Your Dream Job,45.17,In stock,Standard
3075,3075,Killing Floor (Jack Reacher #1),19.67,In stock,Budget
3076,3076,Doing It Over (Most Likely To #1),40.36,In stock,Standard
3077,3077,Extreme Prey (Lucas Davenport #26),42.38,In stock,Standard
3078,3078,In the Country We Love: My Family Divided,35.61,In stock,Standard
3079,3079,Left Behind (Left Behind #1),38.4,In stock,Standard
3080,3080,One Second (Seven #7),55.66,In stock,Premium
3081,3081,The Tumor,10.64,In stock,Budget
3082,3082,Between the World and Me,36.97,In stock,Standard
3083,3083,"Saga, Volume 6 (Saga (Collected Editions) #6)",30.25,In stock,Standard
3084,3084,The Book Thief,20.11,In stock,Standard
3085,3085,First Steps for New Christians (Print Edition),38.21,In stock,Standard
3086,3086,Inferno (Robert Langdon #4),20.11,In stock,Standard
3087,3087,"Shobu Samurai, Project Aryoku (#3)",56.02,In stock,Premium
3088,3088,Reasons to Stay Alive,19.63,In stock,Budget
3089,3089,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",59.45,In stock,Premium
3090,3090,Burning,39.25,In stock,Standard
3091,3091,Are We Smart Enough to Know How Smart Animals Are?,58.09,In stock,Premium
3092,3092,Legend (Legend #1),52.41,In stock,Premium
3093,3093,Lord of the Flies,51.07,In stock,Premium
3094,3094,Big Little Lies,34.77,In stock,Standard
3095,3095,Candide,11.38,In stock,Budget
3096,3096,The Martian (The Martian #1),59.99,In stock,Premium
3097,3097,The Epidemic (The Program 0.6),35.92,In stock,Standard
3098,3098,Cosmos,20.79,In stock,Standard
3099,3099,Starlark,28.34,In stock,Standard
3100,3100,Sharp Objects,22.65,In stock,Standard
3101,3101,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,43.54,In stock,Standard
3102,3102,Sense and Sensibility,38.43,In stock,Standard
3103,3103,The Invention of Wings,49.83,In stock,Standard
3104,3104,Horrible Bear!,24.72,In stock,Standard
3105,3105,The Bane Chronicles (The Bane Chronicles #1-11),56.48,In stock,Premium
3106,3106,Sister Sable (The Mad Queen #1),24.89,In stock,Standard
3107,3107,Manuscript Found in Accra,32.36,In stock,Standard
3108,3108,Ash,44.91,In stock,Standard
3109,3109,A Court of Thorns and Roses (A Court of Thorns and Roses #1),14.02,In stock,Budget
3110,3110,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),32.0,In stock,Standard
3111,3111,Seven Brief Lessons on Physics,30.54,In stock,Standard
3112,3112,Sister Dear,56.02,In stock,Premium
3113,3113,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),33.34,In stock,Standard
3114,3114,Hystopia: A Novel,27.12,In stock,Standard
3115,3115,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",41.6,In stock,Standard
3116,3116,Awkward,11.33,In stock,Budget
3117,3117,Choosing Our Religion: The Spiritual Lives of America's Nones,22.85,In stock,Standard
3118,3118,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",52.25,In stock,Premium
3119,3119,"Rich Dad, Poor Dad",23.37,In stock,Standard
3120,3120,My Mrs. Brown,56.02,In stock,Premium
3121,3121,One Second (Seven #7),40.28,In stock,Standard
3122,3122,An Abundance of Katherines,22.96,In stock,Standard
3123,3123,Blink: The Power of Thinking Without Thinking,16.89,In stock,Budget
3124,3124,Isla and the Happily Ever After (Anna and the French Kiss #3),37.55,In stock,Standard
3125,3125,Peak: Secrets from the New Science of Expertise,28.01,In stock,Standard
3126,3126,Isla and the Happily Ever After (Anna and the French Kiss #3),17.76,In stock,Budget
3127,3127,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),21.07,In stock,Standard
3128,3128,Mesaerion: The Best Science Fiction Stories 1800-1849,52.29,In stock,Premium
3129,3129,The Golden Condom: And Other Essays on Love Lost and Found,44.28,In stock,Standard
3130,3130,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",54.63,In stock,Premium
3131,3131,The Pilgrim's Progress,40.2,In stock,Standard
3132,3132,The Long Haul (Diary of a Wimpy Kid #9),41.06,In stock,Standard
3133,3133,A Study in Scarlet (Sherlock Holmes #1),32.0,In stock,Standard
3134,3134,A Game of Thrones (A Song of Ice and Fire #1),32.38,In stock,Standard
3135,3135,Psycho: Sanitarium (Psycho #1.5),49.46,In stock,Standard
3136,3136,"Girl, Interrupted",59.9,In stock,Premium
3137,3137,Redeeming Love,25.98,In stock,Standard
3138,3138,salt.,11.23,In stock,Budget
3139,3139,The Dovekeepers,23.99,In stock,Standard
3140,3140,"Giant Days, Vol. 1 (Giant Days #1-4)",58.35,In stock,Premium
3141,3141,Girl With a Pearl Earring,26.78,In stock,Standard
